SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,708 S Director St,Seattle,WA,98108,299950,2,1,South Park,580,6000,1951,28,517,,Active,,,http://www.redfin.com/WA/Seattle/708-S-Director-St-98108/home/477313,NWMLS,1236555,N,Y,47.5223808,-122.3251981
MLS Listing,,Single Family Residential,7502 Ridge Dr NE,Seattle,WA,98115,1699950,5,2.75,Sand Point,3240,8118,1940,28,525,67,Active,,,http://www.redfin.com/WA/Seattle/7502-Ridge-Dr-NE-98115/home/321421,NWMLS,1233902,N,Y,47.6837146,-122.2749578
MLS Listing,,Single Family Residential,1526 37th Ave E,Seattle,WA,98112,2275000,4,4,Madison Park,3886,4500,2008,28,585,,Active,,,http://www.redfin.com/WA/Seattle/1526-37th-Ave-E-98112/home/139492,NWMLS,1235190,N,Y,47.6330406,-122.2849791
MLS Listing,,Condo/Co-op,1321 Seneca St #607,Seattle,WA,98101,1150000,2,1.75,First Hill,1181,14401,2016,28,974,890,Active,February-25-2018 01:00 PM,February-25-2018 04:00 PM,http://www.redfin.com/WA/Seattle/1321-Seneca-St-98101/unit-607/home/104202623,NWMLS,1233311,N,Y,47.6118796,-122.3230731
MLS Listing,,Townhouse,1742 12th Ave S Unit B,Seattle,WA,98144,749999,2,1.5,Beacon Hill,1477,884,2018,29,508,,Active,,,http://www.redfin.com/WA/Seattle/1742-12th-Ave-S-98144/unit-B/home/144758854,NWMLS,1236423,N,Y,47.5871641,-122.3172927
MLS Listing,,Single Family Residential,4511 NE 38th St,Seattle,WA,98105,2195000,4,3,Laurelhurst,4044,9875,1938,29,543,,Active,,,http://www.redfin.com/WA/Seattle/4511-NE-38th-St-98105/home/122140,NWMLS,1235832,N,Y,47.655167,-122.27886
MLS Listing,,Single Family Residential,13845 S Des Moines Memorial Dr,Burien,WA,98168,495000,3,1.75,Boulevard Park,1520,18634,1954,31,326,,Active,,,http://www.redfin.com/WA/Burien/13845-Des-Moines-Memorial-Dr-S-98168/home/193327,NWMLS,1236105,N,Y,47.5087345,-122.3050193
MLS Listing,,Single Family Residential,5007 47th Ave S,Seattle,WA,98118,599950,4,1,Seward Park,2100,8196,1958,31,286,,Active,,,http://www.redfin.com/WA/Seattle/5007-47th-Ave-S-98118/home/490996,NWMLS,1235642,N,Y,47.5568717,-122.2747477
MLS Listing,,Multi-Family (2-4 Unit),8316 Wabash Ave S,Seattle,WA,98118,750000,7,4,Rainier Valley,3740,6000,1978,31,201,,Active,,,http://www.redfin.com/WA/Seattle/8316-Wabash-Ave-S-98118/home/2089767,NWMLS,1235634,N,Y,47.529122,-122.26901
MLS Listing,,Single Family Residential,11037 Palatine Ave N,Seattle,WA,98133,1495000,4,3.5,Broadview,3710,7560,2018,32,403,,Active,,,http://www.redfin.com/WA/Seattle/11037-Palatine-Ave-N-98133/home/96831,NWMLS,1235142,N,Y,47.709905,-122.3571106
MLS Listing,,Other,1818 Westlake Ave N Unit D18,Seattle,WA,98109,160000,1,0.75,South Lake Union,240,1,1984,32,667,945,Active,,,http://www.redfin.com/WA/Seattle/1818-Westlake-Ave-N-98109/unit-D18/home/126552788,NWMLS,1235908,N,Y,47.6353769,-122.3397872
MLS Listing,,Single Family Residential,5202 36th Ave SW,Seattle,WA,98126,550000,4,1,Fairmount,2140,3000,1922,32,257,,Active,,,http://www.redfin.com/WA/Seattle/5202-36th-Ave-SW-98126/home/471473,NWMLS,1234383,N,Y,47.5554485,-122.3773067
MLS Listing,,Other,1080 W Ewing Place,Seattle,WA,98119,330000,3,0.75,Queen Anne,500,1,2007,32,660,650,Active,,,http://www.redfin.com/WA/Seattle/1080-W-Ewing-Pl-98119/unit-765/home/143847794,NWMLS,1235823,N,Y,47.655881,-122.369542
MLS Listing,,Single Family Residential,4427 30th Ave W,Seattle,WA,98199,1695000,4,3.5,Magnolia,3643,4000,2017,32,465,,Active,,,http://www.redfin.com/WA/Seattle/4427-30th-Ave-W-98199/home/106395563,NWMLS,1231469,N,Y,47.6608111,-122.3961123
MLS Listing,,Multi-Family (5+ Unit),1771 NW 59th St,Seattle,WA,98107,1695000,9,6.5,Ballard,4668,4200,1971,32,363,,Active,,,http://www.redfin.com/WA/Seattle/1771-NW-59th-St-98107/home/2064135,NWMLS,1233835,N,Y,47.6714857,-122.3817939
MLS Listing,,Townhouse,4022 A Martin Luther King Jr. Wy S,Seattle,WA,98108,729950,3,2,Columbia City,1720,1453,2018,32,424,,Active,,,http://www.redfin.com/WA/Seattle/4022-Martin-Luther-King-Junior-Way-S-98108/home/144727428,NWMLS,1235636,N,Y,47.567376,-122.2964185
MLS Listing,,Single Family Residential,7536 43rd Ave S Unit E,Seattle,WA,98118,635000,3,2.5,Brighton,1356,1084,2018,33,468,40,Active,,,http://www.redfin.com/WA/Seattle/7536-43rd-Ave-S-98118/unit-E/home/144721121,NWMLS,1235317,N,Y,47.5340782,-122.2790534
MLS Listing,,Single Family Residential,1000 14th Ave E,Seattle,WA,98112,7500000,7,6.25,Capitol Hill,12280,16874,1914,33,611,,Active,,,http://www.redfin.com/WA/Seattle/1000-14th-Ave-E-98112/home/135946,NWMLS,1233422,N,Y,47.6279491,-122.314197
MLS Listing,,Condo/Co-op,4530 Meridian Ave N Unit S-6,Seattle,WA,98103,328000,1,1,Wallingford,443,11967,1985,33,740,398,Active,,,http://www.redfin.com/WA/Seattle/4530-Meridian-Ave-N-98103/unit-S6/home/23378,NWMLS,1234391,N,Y,47.6624014,-122.3334088
MLS Listing,,Townhouse,1228 B 5th Ave N,Seattle,WA,98109,995950,2,2,Queen Anne,1398,801,2017,34,712,,Active,,,http://www.redfin.com/WA/Seattle/1228-5th-Ave-N-98109/home/132271,NWMLS,1235127,N,Y,47.6306817,-122.3472126
MLS Listing,,Vacant Land,50 35th Ave SW,Seattle,WA,98126,325000,0,,Fairmount,,4720,,34,,,Active,,,http://www.redfin.com/WA/Seattle/50-35th-Ave-SW-Unknown/home/144717027,NWMLS,1232412,N,Y,47.555866,-122.376612
MLS Listing,,Vacant Land,2358 S Angeline St,Seattle,WA,98108,850000,0,,Beacon Hill,,16040,,34,,,Active,,,http://www.redfin.com/WA/Seattle/2358-S-Angeline-St-98108/home/168952,NWMLS,1233004,N,Y,47.560889,-122.301894
MLS Listing,,Single Family Residential,9911 6th Ave SW,Seattle,WA,98106,709800,4,3.25,Seattle,2485,3004,2018,35,286,68,Active,February-21-2018 12:00 PM,February-21-2018 03:00 PM,http://www.redfin.com/WA/Seattle/9911-6th-Ave-SW-98106/home/144712314,NWMLS,1233967,N,Y,47.5141489,-122.3421309
MLS Listing,,Single Family Residential,1700 Magnolia Wy W,Seattle,WA,98199,1998000,4,3,Magnolia,3090,6780,1946,35,647,,Active,,,http://www.redfin.com/WA/Seattle/1700-Magnolia-Way-W-98199/home/126499,NWMLS,1223908,N,Y,47.6341924,-122.3898444
MLS Listing,,Condo/Co-op,2607 Western Ave #257,Seattle,WA,98121,775000,1,1.5,Belltown,1131,28355,2002,36,685,729,Active,,,http://www.redfin.com/WA/Seattle/2607-Western-Ave-98121/unit-257/home/8595,NWMLS,1215973,N,Y,47.6147661,-122.3513007
MLS Listing,,Townhouse,7529 43rd Ave S,Seattle,WA,98118,549750,3,2,Brighton,1340,6331,2017,38,410,,Active,,,http://www.redfin.com/WA/Seattle/7529-43rd-Ave-S-98118/home/144700778,NWMLS,1233612,N,Y,47.5344599,-122.2791644
MLS Listing,,Single Family Residential,3812 22nd Ave SW,Seattle,WA,98106,739950,3,2,Pigeon Point,1684,2941,2017,38,439,,Active,,,http://www.redfin.com/WA/Seattle/3812-22nd-Ave-SW-98106/home/144695824,NWMLS,1231565,N,Y,47.569841,-122.3611298
